id,marka,model,rok_produkcji,rodzaj_silnika,pojemnosc_silnika,przebieg,cena,wojewodztwo
249,Daewoo,Tico,2000,Benzyna,796.0,188200.0,650.0,Opolskie
250,Mitsubishi,Colt Z30,2007,Benzyna,1300.0,157000.0,12300.0,Lubelskie
251,Volkswagen,Golf IV,2001,Benzyna,1600.0,200000.0,4950.0,Mazowieckie
252,Opel,Corsa D,2008,Benzyna,1000.0,88000.0,14900.0,Podkarpackie
253,Hyundai,i20 II,2015,Diesel,1400.0,27218.0,40990.0,Śląskie
254,Renault,Laguna III,2010,Diesel,1500.0,195000.0,26700.0,Wielkopolskie
255,Suzuki,Grand Vitara II,2005,Benzyna,1998.0,171000.0,26900.0,Lubuskie
256,Opel,Vectra C,2006,Benzyna,2792.0,186000.0,21900.0,Podkarpackie
257,Renault,Kangoo II,2012,Diesel,1500.0,156000.0,29900.0,Dolnośląskie
258,Mercedes-Benz,Klasa B W246,2012.0,Diesel,1796.0,112556.0,70500.0,Wielkopolskie
259,Mazda,5 II,2011,Diesel,1600.0,126000.0,38900.0,Zachodniopomorskie
260,Hyundai,i40,2014,Diesel,1685.0,104835.0,62900.0,Łódzkie
261,Renault,Scenic I,2003,Diesel,1900.0,180000.0,7500.0,Kujawsko-pomorskie
262,Nissan,Note II,2013,Benzyna,1386.0,33600.0,26900.0,Podlaskie
263,Volkswagen,Golf IV,2002,Diesel,1896.0,255000.0,10900.0,Pomorskie
264,Suzuki,Ignis,2007,Benzyna,1328.0,134890.0,17500.0,Mazowieckie
265,Peugeot,3008 I,2013,Diesel,1560.0,104104.0,47500.0,Mazowieckie
266,Saab,9-3 I,2001,Benzyna,1985.0,274000.0,5900.0,Mazowieckie
267,Mercedes-Benz,Klasa G W463,2013,Diesel,350.0,145000.0,174000.0,Śląskie
268,BMW,X3 E83,2009,Diesel,1998.0,214758.0,44999.0,Świętokrzyskie
269,Mazda,6 II,2009.0,Diesel,1983.0,294000.0,23000.0,Śląskie
270,Opel,Mokka,2014,Diesel,1700.0,147000.0,55900.0,Pomorskie
271,Ford,Focus Mk1,2002,Benzyna,1600.0,212000.0,5999.0,Lubelskie
272,Kia,Sportage II,2009,Diesel,1995.0,146000.0,24900.0,Mazowieckie
273,Peugeot,5008 I,2010,Benzyna,1600.0,170000.0,24900.0,Łódzkie
274,Volkswagen,Polo IV,2003,Benzyna,1200.0,153000.0,8900.0,Podlaskie
275,Renault,Megane III,2014,Diesel,1461.0,74000.0,37500.0,Świętokrzyskie
276,Audi,A3 8L,2002,Benzyna,1781.0,225000.0,9999.0,Podlaskie
277,Volkswagen,Golf VII,2014,Diesel,1958.0,54000.0,64900.0,Wielkopolskie
278,Audi,TT 8N,2001,Benzyna,1781.0,197000.0,20000.0,Małopolskie
279,SsangYong,REXTON,2003,Diesel,2900.0,300043.0,12999.0,Wielkopolskie
280,BMW,Seria 5 E60,2003,Benzyna+LPG,2200.0,209000.0,32900.0,Małopolskie
281,Audi,A4 B7,2006,Diesel,3.0,270000.0,37900.0,Małopolskie
282,Chevrolet,Nubira,2006,Benzyna,1598.0,160000.0,8900.0,Świętokrzyskie
283,Peugeot,307 II,2005,Benzyna,1600.0,150000.0,11900.0,Śląskie
284,Citroën,C4 Grand Picasso I,2009,Diesel,1560.0,199000.0,18800.0,Małopolskie
285,Škoda,Fabia III,2015,Benzyna+LPG,999.0,63578.0,35400.0,Mazowieckie
286,Citroën,C5 II,2005,Benzyna,1997.0,125000.0,11890.0,Wielkopolskie
287,Volkswagen,Golf VI,2008,Diesel,1989.0,260000.0,21900.0,Dolnośląskie
288,Mazda,2 I,2004,Benzyna,1388.0,150000.0,7900.0,Pomorskie
289,Audi,A4 B8,2012,Diesel,2000.0,176000.0,61900.0,Śląskie
290,Renault,Scenic II,2004,Diesel,1900.0,216000.0,9800.0,Wielkopolskie
291,Audi,A3 8P,2007,Benzyna,1596.0,227000.0,25900.0,Dolnośląskie
292,Renault,Clio IV,2013,Benzyna,1149.0,77253.0,31250.0,Małopolskie
293,Seat,Alhambra II,2017,Diesel,2000.0,1.0,144254.0,Mazowieckie
294,Ford,Focus Mk1,2003,Benzyna,1600.0,202000.0,6400.0,Świętokrzyskie
295,Škoda,Superb III,2017,Diesel,2000.0,5.0,135990.0,Pomorskie
296,Mercedes-Benz,Klasa C W204,2013,Diesel,2200.0,230000.0,59000.0,Wielkopolskie
297,BMW,Seria 3 E36,1997.0,Benzyna,2494.0,147250.0,17900.0,Mazowieckie
298,Lexus,IS III,2014,Hybryda,2494.0,160000.0,84900.0,Mazowieckie
299,Hyundai,i20 II,2017,Benzyna+LPG,1000.0,10.0,62900.0,Pomorskie
300,Alfa Romeo,147,2002,Benzyna,2000.0,200000.0,4100.0,Lubelskie
301,Opel,Corsa D,2008.0,Diesel,1300.0,153000.0,13500.0,Małopolskie
302,Volkswagen,Golf VII,2017,Benzyna,1984.0,8.0,188800.0,Małopolskie
303,Land Rover,Discovery V,2017,Diesel,1999.0,22.0,369050.0,Pomorskie
304,Mercedes-Benz,Klasa C W204,2008,Benzyna,1800.0,209000.0,42900.0,Dolnośląskie
305,Volkswagen,Golf IV,2006,Diesel,1900.0,224000.0,11900.0,Świętokrzyskie
306,Citroën,C5 III,2011,Diesel,1997.0,220000.0,32000.0,Lubelskie
307,Nissan,Juke,2012,Benzyna,1600.0,97000.0,38500.0,Lubuskie
308,Suzuki,Vitara II,2017,Benzyna,1586.0,1.0,82190.0,Małopolskie
309,Dacia,Logan II,2017,Benzyna,1149.0,5.0,39210.0,Wielkopolskie
310,Volkswagen,Golf Sportsvan,2017,Benzyna,1395.0,1000.0,97499.0,Śląskie
311,Ford,Focus C-Max,2006,Diesel,1560.0,306200.0,14900.0,Warmińsko-mazurskie
312,Ford,Mondeo Mk5,2017,Diesel,2.0,10.0,129900.0,Śląskie
313,Škoda,Fabia II,2013,Diesel,1600.0,146000.0,21900.0,Pomorskie
314,Hyundai,i40,2016,Diesel,1685.0,3633.0,106900.0,Śląskie
315,Toyota,Avensis III,2017,Benzyna,1798.0,9.0,116200.0,Wielkopolskie
316,Mercedes-Benz,Klasa A W168,2010,Diesel,1689.0,225000.0,6800.0,Pomorskie
317,Volvo,S40 II,2004,Benzyna,1800.0,166600.0,17000.0,Zachodniopomorskie
318,Audi,A6 C5,2001,Benzyna+LPG,2790.0,295000.0,12222.0,Lubuskie
319,Škoda,Octavia II,2006,Benzyna,1595.0,157000.0,18999.0,Lubuskie
320,Opel,Astra K,2017,Benzyna,1400.0,1.0,66500.0,Dolnośląskie
321,Volkswagen,Polo III,1998,Benzyna,1043.0,137153.0,1900.0,Mazowieckie
322,Fiat,Croma II,2007,Diesel,1900.0,170500.0,14900.0,Mazowieckie
323,Citroën,Berlingo I,2002,Diesel,1868.0,291705.0,7500.0,Mazowieckie
324,Volkswagen,up!,2017,Benzyna,999.0,5.0,39300.0,Mazowieckie
325,Citroën,Berlingo I,2001,Benzyna,1360.0,186000.0,4600.0,Wielkopolskie
326,Opel,Vectra B,1999,Diesel,2000.0,189000.0,5500.0,Mazowieckie
327,Volkswagen,Golf Plus,2011,Diesel,1595.0,177000.0,34500.0,Lubelskie
328,Ford,Focus Mk2,2008,Benzyna,1596.0,92000.0,17500.0,Podlaskie
329,Volkswagen,Golf IV,1999,Benzyna,1400.0,140000.0,3200.0,Lubuskie
330,Volkswagen,Jetta A6,2015,Diesel,2000.0,63000.0,48800.0,Mazowieckie
331,Audi,Q3,2015,Diesel,2000.0,159000.0,76900.0,Małopolskie
332,Renault,Modus,2005,Benzyna,1600.0,154000.0,9400.0,Śląskie
333,Renault,Kadjar,2015,Diesel,1598.0,9528.0,93900.0,Warmińsko-mazurskie
334,Škoda,RAPID,2017,Diesel,1422.0,1.0,63800.0,Dolnośląskie
335,Audi,A4 B7,2007,Diesel,1995.0,177000.0,26400.0,Zachodniopomorskie
336,Hyundai,ix35,2010,Benzyna,2000.0,83228.0,50900.0,Śląskie
337,Mercedes-Benz,Klasa A W169,2007,Diesel,2000.0,196000.0,15999.0,Śląskie
338,Ford,Focus Mk1,2000,Benzyna,1796.0,193000.0,6750.0,Podkarpackie
339,Volvo,V50,2007,Diesel,1560.0,230000.0,15500.0,Mazowieckie
340,Audi,A6 C7,2016,Diesel,2967.0,52366.0,279900.0,Mazowieckie
341,Audi,Q7 I,2006,Diesel,3000.0,120158.0,74900.0,Zachodniopomorskie
342,Citroën,C1 I,2009,Benzyna,998.0,109000.0,12800.0,Śląskie
343,Porsche,Panamera,2014,Diesel,3000.0,85000.0,299000.0,Wielkopolskie
344,Opel,Corsa C,2006,Benzyna,1000.0,109000.0,8500.0,Podkarpackie
345,Škoda,Octavia III,2014,Diesel,1598.0,96150.0,49900.0,Pomorskie
346,Škoda,Fabia I,2002,Benzyna,1390.0,182315.0,6700.0,Małopolskie
347,Opel,Astra H,2007,Diesel,1900.0,230000.0,14900.0,Mazowieckie
348,Fiat,Punto II,2003,Benzyna,1242.0,181000.0,2800.0,Wielkopolskie
349,BMW,Seria 5 E39,1999,Diesel,2926.0,251000.0,11900.0,Wielkopolskie
350,Hyundai,Trajet,2004,Benzyna,2000.0,178000.0,9900.0,Pomorskie
351,Volkswagen,Passat B7,2011,Diesel,1600.0,149000.0,54900.0,Śląskie
352,Mercedes-Benz,Klasa S W220,2003,Benzyna,4999.0,235000.0,30500.0,Kujawsko-pomorskie
353,Mitsubishi,Lancer VIII,2010,Benzyna,1800.0,180000.0,27900.0,Mazowieckie
354,Volkswagen,Passat B6,2006,Diesel,2000.0,216000.0,18900.0,Wielkopolskie
355,Toyota,RAV4 III,2008,Benzyna,1998.0,87000.0,43500.0,Łódzkie
356,Suzuki,Grand Vitara II,2006,Benzyna,2700.0,60100.0,27900.0,Lubelskie
357,Volkswagen,Passat B7,2011,Diesel,2000.0,145998.0,47800.0,Łódzkie
358,Ford,C-MAX II,2017,Benzyna,1598.0,5.0,71500.0,Pomorskie
359,Mazda,6 III,2017,Benzyna,1998.0,5.0,124300.0,Podlaskie
360,Opel,Mokka,2017,Benzyna,1364.0,1.0,80990.0,Śląskie
361,Ford,Kuga I,2010,Diesel,2000.0,230000.0,42900.0,Łódzkie
362,Dacia,Sandero I,2009,Benzyna,1390.0,118810.0,8850.0,Śląskie
363,Fiat,Sedici,2008,Diesel,1900.0,162000.0,23800.0,Małopolskie
364,Peugeot,207,2011,Diesel,1560.0,194000.0,18500.0,Podlaskie
365,Opel,Vectra C,2007,Benzyna,1798.0,143900.0,21700.0,Mazowieckie
366,Toyota,Yaris III,2016,Benzyna,998.0,10600.0,39700.0,Kujawsko-pomorskie
367,Ford,C-MAX I,2005,Benzyna,1799.0,160000.0,11999.0,Śląskie
368,Hyundai,I30 I,2010,Diesel,1600.0,184817.0,19999.0,Mazowieckie
369,Volkswagen,Touran I,2009,Diesel,1900.0,185000.0,27900.0,Śląskie
370,Alfa Romeo,159,2007,Diesel,1900.0,190000.0,19000.0,Mazowieckie
371,Honda,Jazz II,2005,Benzyna,1246.0,112349.0,14800.0,Warmińsko-mazurskie
372,Peugeot,206,2004,Benzyna,1600.0,181000.0,8900.0,Małopolskie
373,Opel,Insignia A,2014,Diesel,1956.0,110456.0,69900.0,Podkarpackie
374,Peugeot,207,2008,Benzyna,1400.0,109000.0,16900.0,Wielkopolskie
375,Suzuki,Swift V,2011,Benzyna,1242.0,118000.0,21900.0,Śląskie
376,Volkswagen,Passat B8,2017,Diesel,1968.0,1.0,140500.0,Łódzkie
377,Honda,HR-V II,2017,Benzyna,1500.0,1.0,88300.0,Mazowieckie
378,BMW,Seria 3 E46,2002,Diesel,2000.0,309500.0,10900.0,Podkarpackie
379,Opel,Astra H,2008,Benzyna,1598.0,104000.0,23900.0,Łódzkie
380,Renault,Espace IV,2004,Benzyna+LPG,2000.0,260000.0,12900.0,Lubelskie
381,BMW,Seria 3 E46,1998,Diesel,1951.0,270000.0,6500.0,Dolnośląskie
382,Audi,A6 C6,2008,Diesel,2000.0,248000.0,27900.0,Mazowieckie
383,Škoda,Citigo,2016,Benzyna,999.0,5300.0,31400.0,Wielkopolskie
384,Toyota,Auris I,2011,Benzyna,1398.0,143700.0,29900.0,Mazowieckie
385,Honda,Jazz II,2004,Benzyna,1246.0,140508.0,10900.0,Mazowieckie
386,Opel,Vectra C,2006,Diesel,1900.0,307400.0,16900.0,Łódzkie
387,BMW,Seria 3 E46,2003,Benzyna,2200.0,165000.0,30900.0,Śląskie
388,Opel,Corsa E,2016,Benzyna,1398.0,21526.0,39900.0,Opolskie
389,Mercedes-Benz,Klasa E W212,2011,Diesel,2987.0,163800.0,79900.0,Kujawsko-pomorskie
390,Volkswagen,Passat B6,2006,Diesel,2000.0,240000.0,16500.0,Pomorskie
391,Opel,Vectra C,2007,Diesel,1910.0,189000.0,22900.0,Małopolskie
392,Chevrolet,Trailblazer,2003,Benzyna,4200.0,260000.0,24900.0,Dolnośląskie
393,Volkswagen,Touareg II,2016,Diesel,2967.0,9000.0,297000.0,Pomorskie
394,Audi,A3 8V,2016,Benzyna,1395.0,10.0,96698.0,Warmińsko-mazurskie
395,Seat,Leon III,2016,Benzyna,1200.0,7.0,60990.0,Podkarpackie
396,Opel,Zafira A,2003,Benzyna,1600.0,208000.0,8400.0,Małopolskie
397,Toyota,Yaris III,2013,Benzyna+LPG,1300.0,20700.0,26999.0,Pomorskie
398,Opel,Astra J,2015,Diesel,1700.0,110000.0,37761.0,Wielkopolskie
399,Ford,Focus Mk2,2004,Benzyna,1560.0,188497.0,8990.0,Śląskie
400,Chevrolet,Cruze,2011,Benzyna+LPG,1600.0,165000.0,25900.0,Kujawsko-pomorskie
401,Dacia,Sandero Stepway,2012,Benzyna,1600.0,120000.0,23900.0,Małopolskie
402,Mercedes-Benz,Vaneo,2003,Benzyna,1894.0,178000.0,8900.0,Śląskie
403,Mitsubishi,ASX,2014,Benzyna,1590.0,38600.0,57900.0,Pomorskie
404,Opel,Astra J,2009,Diesel,1700.0,201000.0,26300.0,Pomorskie
405,Mercedes-Benz,SL R231,2016,Benzyna,4663.0,2000.0,616000.0,Mazowieckie
406,Kia,Cee'd I,2009,Benzyna,1400.0,172124.0,19900.0,Mazowieckie
407,Nissan,Terrano II,2001,Diesel,2687.0,136825.0,16900.0,Lubelskie
408,Peugeot,308 T8,2013,Diesel,1560.0,135000.0,42000.0,Mazowieckie
409,Hyundai,i10 II,2017,Benzyna,1000.0,12.0,45000.0,Śląskie
410,BMW,Seria 7 G11/12,2017,Hybryda,2000.0,10000.0,469900.0,Mazowieckie
411,Opel,Astra H,2006,Benzyna+LPG,1400.0,177231.0,12900.0,Łódzkie
412,Opel,Astra K,2016,Benzyna,1399.0,29000.0,54990.0,Dolnośląskie
413,Mercedes-Benz,Klasa S W222,2017,Diesel,2925.0,1.0,359000.0,Śląskie
414,Hyundai,I30 II,2015,Diesel,1400.0,66357.0,42900.0,Małopolskie
415,Audi,A5 8T,2011.0,Benzyna,1984.0,167000.0,69900.0,Opolskie
416,Opel,Insignia A,2013,Diesel,2000.0,112500.0,51900.0,Śląskie
417,Kia,Sportage II,2009,Diesel,2000.0,163620.0,29900.0,Warmińsko-mazurskie
418,Škoda,Octavia II,2007,Diesel,1900.0,199000.0,17900.0,Śląskie
419,Citroën,C4 Picasso II,2014.0,Diesel,1600.0,155235.0,44900.0,Mazowieckie
420,Seat,Ibiza IV,2009,Benzyna,1200.0,128000.0,21900.0,Małopolskie
421,Hyundai,Tucson II,2017,Benzyna,1591.0,5.0,78090.0,Lubuskie
422,Toyota,Auris I,2007,Diesel,1998.0,160000.0,21999.0,Mazowieckie
423,Renault,Laguna III,2013,Diesel,2000.0,206231.0,33900.0,Mazowieckie
424,Mini,ONE,2006,Benzyna,1600.0,109800.0,19900.0,Kujawsko-pomorskie
425,Renault,Espace V,2017,Benzyna,1600.0,1.0,175300.0,Mazowieckie
426,Mercedes-Benz,ML W164,2007,Benzyna,3500.0,223000.0,55000.0,Śląskie
427,Citroën,C1 I,2006,Benzyna,998.0,109647.0,7990.0,Wielkopolskie
428,Ford,Mondeo Mk3,2004,Benzyna,1798.0,186887.0,10999.0,Kujawsko-pomorskie
429,BMW,Seria 5 F10,2016,Diesel,1998.0,10935.0,204900.0,Kujawsko-pomorskie
430,Honda,Civic X,2017,Benzyna,1498.0,5.0,99200.0,Wielkopolskie
431,Volkswagen,Tiguan II,2017,Diesel,1968.0,5.0,198500.0,Mazowieckie
432,Peugeot,Partner II,2017,Diesel,1560.0,1.0,71900.0,Śląskie
433,Dacia,Sandero II,2016,Benzyna+LPG,899.0,1.0,49000.0,Świętokrzyskie
434,Mercedes-Benz,ML W164,2007,Diesel,2987.0,125000.0,49900.0,Mazowieckie
435,Chevrolet,Captiva,2012,Diesel,2200.0,208000.0,47900.0,Mazowieckie
436,Lancia,Ypsilon,2007,Diesel,1248.0,135800.0,12900.0,Mazowieckie
437,Ford,Mondeo Mk3,2007,Diesel,2000.0,246000.0,10900.0,Dolnośląskie
438,Audi,A3 8V,2015,Benzyna,1395.0,11200.0,84500.0,Łódzkie
439,Volkswagen,Jetta A5,2006,Diesel,1900.0,204567.0,19499.0,Wielkopolskie
440,Mazda,MX-5,2006.0,Benzyna,1800.0,107000.0,23500.0,Śląskie
441,Kia,Sportage III,2013,Benzyna,1998.0,80000.0,63900.0,Śląskie
442,Kia,Cee'd I,2011,Diesel,1600.0,317542.0,15900.0,Opolskie
443,Fiat,Qubo,2009,Diesel,1300.0,120300.0,16500.0,Dolnośląskie
444,Citroën,Berlingo II,2008,Diesel,1560.0,198700.0,21900.0,Małopolskie
445,Mercedes-Benz,ML W166,2012,Diesel,2998.0,209000.0,139900.0,Śląskie
446,Peugeot,407,2005,Benzyna,1997.0,156000.0,14600.0,Śląskie
447,BMW,Seria 5 F10,2011,Diesel,1995.0,248000.0,72900.0,Wielkopolskie
448,Nissan,Juke,2010,Benzyna,1600.0,86000.0,39400.0,Śląskie
449,Seat,Ibiza III,2007,Benzyna,1400.0,173410.0,13800.0,Małopolskie
450,Mercedes-Benz,Klasa C W205,2014,Diesel,2143.0,104100.0,139900.0,Małopolskie
451,Volkswagen,Golf V,2006,Diesel,1896.0,212000.0,18999.0,Lubuskie
452,BMW,Seria 3 E46,2001,Benzyna,2200.0,214348.0,17900.0,Kujawsko-pomorskie
453,Škoda,Fabia I,2004,Benzyna,1400.0,175000.0,11900.0,Małopolskie
454,Mercedes-Benz,GLA,2017,Benzyna,1595.0,1.0,148588.0,Śląskie
455,Ford,Focus Mk2,2008,Diesel,1600.0,190000.0,17500.0,Wielkopolskie
456,Renault,Laguna I,1995,Benzyna,2000.0,120000.0,5999.0,Łódzkie
457,Citroën,C4 I,2008,Diesel,1600.0,159000.0,15900.0,Lubelskie
458,Hyundai,Santa Fe II,2007,Diesel,2200.0,200000.0,31900.0,Mazowieckie
459,Audi,A6 C6,2010,Diesel,2000.0,216500.0,47800.0,Śląskie
460,Volkswagen,Golf V,2007,Diesel,1900.0,187600.0,16900.0,Śląskie
461,Audi,A4 B8,2013,Diesel,2000.0,198000.0,58900.0,Mazowieckie
462,Volkswagen,Passat CC,2010,Diesel,2000.0,227000.0,49900.0,Mazowieckie
463,Opel,Insignia A,2014,Diesel,2000.0,170000.0,52900.0,Zachodniopomorskie
464,BMW,Seria 4,2016,Diesel,1995.0,24900.0,149900.0,Małopolskie
465,Mini,Cooper S,2017,Benzyna,1998.0,5.0,126500.0,Mazowieckie
466,Fiat,Freemont,2014,Diesel,1956.0,128000.0,68800.0,Wielkopolskie
467,Opel,Astra H,2005,Diesel,1900.0,148000.0,12900.0,Lubuskie
468,Kia,Sportage III,2012,Diesel,2000.0,149000.0,53900.0,Świętokrzyskie
469,Mitsubishi,ASX,2016,Benzyna,1600.0,2031.0,69900.0,Mazowieckie
470,Kia,Cee'd II,2014,Diesel,1600.0,164000.0,37900.0,Wielkopolskie
471,Volkswagen,Touran I,2005,Diesel,1896.0,149000.0,22000.0,Śląskie
472,Nissan,Qashqai II,2017,Diesel,1600.0,1.0,90396.0,Zachodniopomorskie
473,Audi,Q5 8R,2013,Diesel,1998.0,150000.0,107700.0,Mazowieckie
474,Hyundai,I30 I,2009,Benzyna,1400.0,123000.0,20900.0,Wielkopolskie
475,Opel,Meriva II,2017,Benzyna,1400.0,5.0,54200.0,Mazowieckie
476,Lexus,GS III,2006,Hybryda,3500.0,125000.0,48000.0,Mazowieckie
477,Volvo,XC 90 I,2003,Benzyna,2500.0,244000.0,26900.0,Lubelskie
478,Dacia,Duster,2017,Benzyna,1598.0,2.0,50200.0,Śląskie
479,Seat,Altea XL,2006,Benzyna,1600.0,157000.0,22900.0,Małopolskie
480,Renault,Grand Scenic II,2008,Benzyna,1598.0,182000.0,15900.0,Kujawsko-pomorskie
481,Renault,Clio III,2008,Benzyna,1149.0,87900.0,12700.0,Łódzkie
482,Volkswagen,Touran I,2008,Benzyna,1400.0,229000.0,24900.0,Zachodniopomorskie
483,BMW,Seria 3 F30,2012,Diesel,1995.0,169000.0,62900.0,Lubuskie
484,Opel,Senator,1986,Benzyna,3000.0,89000.0,14999.0,Podkarpackie
485,Hyundai,I30 II,2014,Diesel,1582.0,152000.0,41800.0,Wielkopolskie
486,Škoda,Fabia I,2001,Benzyna,1397.0,182000.0,7800.0,Mazowieckie
487,Mitsubishi,Colt CJ0,2002,Benzyna,1299.0,282000.0,2200.0,Dolnośląskie
488,Toyota,Yaris III,2013,Benzyna,998.0,50100.0,32500.0,Mazowieckie
489,Volkswagen,Golf VII,2013,Diesel,1968.0,72373.0,59990.0,Wielkopolskie
490,Audi,A5 F5,2017,Diesel,1968.0,8.0,223337.0,Podkarpackie
491,Ford,Focus Mk2,2005,Diesel,1600.0,180739.0,7900.0,Mazowieckie
492,Volkswagen,Touran III,2017,Benzyna,1400.0,5.0,107400.0,Łódzkie
493,Mercedes-Benz,Klasa C W203,2003,Benzyna,1800.0,197000.0,13700.0,Mazowieckie
494,Peugeot,206 CC,2001,Benzyna,1998.0,154317.0,7200.0,Dolnośląskie
495,Renault,Clio III,2008,Benzyna,1200.0,102000.0,15800.0,Łódzkie
496,Opel,Astra H,2010,Benzyna,1600.0,96000.0,38500.0,Małopolskie
497,Fiat,Brava,1998,Benzyna,1400.0,136000.0,900.0,Śląskie
498,Subaru,Impreza GD,2004,Benzyna,1600.0,141000.0,8000.0,Łódzkie
