id,marka,model,rok_produkcji,rodzaj_silnika,pojemnosc_silnika,przebieg,cena,wojewodztwo
749,Nissan,Navara,2007,Diesel,2500.0,206000.0,35500.0,Śląskie
750,Škoda,RAPID,2016,Benzyna,1200.0,3400.0,55900.0,Wielkopolskie
751,BMW,Seria 1 E87,2011,Diesel,1998.0,160000.0,33900.0,Mazowieckie
752,Opel,Antara,2012,Benzyna+LPG,2384.0,138300.0,44999.0,Kujawsko-pomorskie
753,Citroën,C5 III,2014,Diesel,1600.0,149200.0,31500.0,Lubelskie
754,Honda,CR-V III,2011,Benzyna,1997.0,79300.0,55500.0,Dolnośląskie
755,Toyota,Yaris III,2016,Benzyna,1497.0,8500.0,68400.0,Mazowieckie
756,Opel,Astra H,2005,Benzyna,1400.0,156000.0,12900.0,Wielkopolskie
757,Fiat,Bravo II,2007,Diesel,1900.0,183000.0,20500.0,Małopolskie
758,BMW,X3 E83,2010,Diesel,1995.0,218000.0,54900.0,Wielkopolskie
759,Volkswagen,Passat B7,2012,Diesel,1998.0,137000.0,62900.0,Śląskie
760,Hyundai,i20 II,2016,Benzyna,998.0,7000.0,56900.0,Małopolskie
761,Mazda,Premacy,2002,Benzyna,1991.0,157800.0,7200.0,Zachodniopomorskie
762,Fiat,Bravo II,2007,Benzyna,1400.0,139000.0,15400.0,Dolnośląskie
763,Volkswagen,Passat B7,2011,Diesel,2000.0,270000.0,55000.0,Dolnośląskie
764,Peugeot,307 I,2002,Benzyna+LPG,2000.0,244000.0,10900.0,Łódzkie
765,Peugeot,307 II,2006,Diesel,1600.0,133000.0,9900.0,Wielkopolskie
766,Toyota,RAV4 II,2002,Diesel,1995.0,208000.0,16900.0,Mazowieckie
767,Ford,Mondeo Mk5,2014,Benzyna,1596.0,59000.0,44000.0,Śląskie
768,Chevrolet,Camaro,2015,Benzyna,6162.0,40000.0,174900.0,Mazowieckie
769,Ford,Focus Mk3,2015,Benzyna,1596.0,25586.0,46900.0,Kujawsko-pomorskie
770,Hyundai,i40,2016,Benzyna,1999.0,2850.0,78900.0,Zachodniopomorskie
771,Mazda,6 I,2004,Diesel,2000.0,267000.0,8500.0,Zachodniopomorskie
772,Škoda,Fabia III,2017,Benzyna,1000.0,5.0,59790.0,Pomorskie
773,Renault,Clio IV,2016,Diesel,1461.0,42050.0,43900.0,Śląskie
774,Opel,Meriva II,2017,Benzyna,1400.0,1.0,48700.0,Śląskie
775,Hyundai,I30 II,2013,Benzyna,1600.0,44326.0,42000.0,Małopolskie
776,Mitsubishi,Outlander II,2008,Diesel,1998.0,224000.0,31000.0,Małopolskie
777,Opel,Vectra C,2006,Benzyna,1795.0,174456.0,17500.0,Kujawsko-pomorskie
778,Citroën,C5 III,2011,Diesel,1997.0,245000.0,26999.0,Dolnośląskie
779,BMW,Seria 5 E60,2006,Diesel,2998.0,296275.0,32500.0,Lubelskie
780,Opel,Omega B,2000,Benzyna,2200.0,160000.0,8490.0,Łódzkie
781,Land Rover,Freelander I,2005,Diesel,2000.0,191000.0,19900.0,Mazowieckie
782,Peugeot,206,2006,Benzyna,1400.0,158000.0,6500.0,Łódzkie
783,Škoda,Octavia II,2009,Benzyna,1400.0,96000.0,29000.0,Małopolskie
784,Renault,Koleos,2008,Diesel,1995.0,138000.0,35600.0,Małopolskie
785,Citroën,C3 II,2010,Benzyna,1400.0,87000.0,19900.0,Wielkopolskie
786,Mercedes-Benz,Klasa C W204,2007,Diesel,2200.0,281874.0,34900.0,Mazowieckie
787,Opel,Corsa D,2013,Benzyna,998.0,109451.0,21500.0,Małopolskie
788,Volkswagen,Passat B8,2016,Diesel,2000.0,42000.0,103900.0,Śląskie
789,Volkswagen,Golf V,2009,Diesel,1896.0,205780.0,27500.0,Mazowieckie
790,Volkswagen,Arteon,2017,Diesel,2000.0,1.0,215900.0,Pomorskie
791,Chevrolet,Aveo,2008,Benzyna,1206.0,94562.0,12500.0,Śląskie
792,Volvo,V70 III,2008,Benzyna+LPG,1999.0,230420.0,38000.0,Łódzkie
793,Volkswagen,Golf III,1995,Benzyna,1781.0,59022.0,9900.0,Mazowieckie
794,Mercedes-Benz,Klasa S W220,2001,Diesel,3200.0,272000.0,15200.0,Śląskie
795,Opel,Agila A,2003,Benzyna,1000.0,202000.0,4000.0,Zachodniopomorskie
796,Opel,Combo C,2008,Benzyna+CNG,1600.0,72000.0,16500.0,Podlaskie
797,Audi,A4 B7,2006,Diesel,1968.0,276663.0,25500.0,Wielkopolskie
798,Fiat,500,2009,Benzyna,1200.0,170070.0,21900.0,Wielkopolskie
799,Honda,Accord VIII,2011,Benzyna,1997.0,72990.0,61900.0,Wielkopolskie
800,Volkswagen,Passat B6,2010,Diesel,1968.0,175000.0,33900.0,Lubelskie
801,Mini,ONE,2002,Benzyna,1600.0,150000.0,11900.0,Małopolskie
802,Opel,Astra G,2000,Diesel,1995.0,303000.0,4500.0,Wielkopolskie
803,Volkswagen,Golf VII,2017,Benzyna,1400.0,22400.0,64900.0,Pomorskie
804,Volvo,S80 II,2009,Diesel,2000.0,170000.0,44900.0,Mazowieckie
805,Peugeot,308 T8,2015,Diesel,1600.0,164000.0,39900.0,Podkarpackie
806,BMW,X1 F48,2017,Benzyna,1998.0,4.0,187900.0,Śląskie
807,Volkswagen,Passat B8,2017,Diesel,1968.0,10.0,130500.0,Mazowieckie
808,Volkswagen,Golf VII,2017,Benzyna,1395.0,1.0,86700.0,Mazowieckie
809,Volkswagen,Golf Plus,2005,Diesel,1900.0,190000.0,18400.0,Świętokrzyskie
810,Renault,Scenic II,2006,Benzyna,1600.0,156000.0,16900.0,Dolnośląskie
811,Kia,Cee'd I,2008,Diesel,1582.0,215000.0,14000.0,Kujawsko-pomorskie
812,Audi,A3 8L,2001,Diesel,1900.0,322000.0,7990.0,Małopolskie
813,Nissan,Micra K13,2013,Benzyna,1200.0,67000.0,29900.0,Śląskie
814,Mercedes-Benz,CL C140,1994,Benzyna,6000.0,197000.0,32000.0,Kujawsko-pomorskie
815,Fiat,Stilo,2004,Benzyna,1596.0,107000.0,6900.0,Wielkopolskie
816,Jaguar,X-Type,2004,Diesel,2000.0,242000.0,10000.0,Świętokrzyskie
817,Citroën,C3 II,2010,Benzyna,1400.0,59000.0,22900.0,Mazowieckie
818,Ford,Focus Mk3,2016,Diesel,1499.0,45412.0,54900.0,Pomorskie
819,Volvo,S40 II,2005,Benzyna,2400.0,172123.0,17900.0,Mazowieckie
820,Peugeot,301,2014,Benzyna,1200.0,53000.0,25999.0,Mazowieckie
821,Citroën,Xsara Picasso,2000,Diesel,1997.0,321000.0,5850.0,Mazowieckie
822,Volkswagen,Passat B8,2015,Benzyna,1800.0,51000.0,88500.0,Mazowieckie
823,Volkswagen,Passat B6,2006,Diesel,2000.0,274000.0,22900.0,Mazowieckie
824,Lexus,GS IV,2012,Benzyna,2500.0,64900.0,104900.0,Mazowieckie
825,Ford,Focus Mk3,2016,Benzyna,1596.0,8140.0,51900.0,Wielkopolskie
826,Audi,A4 B7,2007,Diesel,1968.0,223000.0,28900.0,Warmińsko-mazurskie
827,Audi,Q5 8R,2011,Benzyna,1998.0,130000.0,67500.0,Podkarpackie
828,BMW,X5 E53,2005,Diesel,3000.0,220402.0,35500.0,Świętokrzyskie
829,Ford,Focus Mk2,2009,Benzyna,1600.0,161000.0,20900.0,Dolnośląskie
830,Dodge,Caliber,2009,Benzyna,2400.0,156000.0,35900.0,Świętokrzyskie
831,Kia,Rio IV,2017,Diesel,1400.0,9.0,56890.0,Pomorskie
832,Audi,A3 8L,2002,Benzyna,1800.0,235000.0,13500.0,Podkarpackie
833,Dodge,Journey,2011,Diesel,2000.0,86000.0,38900.0,Mazowieckie
834,Citroën,C4 Grand Picasso I,2007,Diesel,1997.0,159000.0,18900.0,Śląskie
835,BMW,M3,2015,Benzyna,2979.0,74581.0,239900.0,Dolnośląskie
836,Renault,Clio IV,2017,Benzyna,1200.0,1.0,42000.0,Mazowieckie
837,Renault,Scenic IV,2017,Benzyna,1197.0,1.0,83900.0,Wielkopolskie
838,Honda,Civic VIII,2006,Benzyna,1800.0,127000.0,25400.0,Śląskie
839,Toyota,RAV4 IV,2014,Diesel,2000.0,39000.0,99700.0,Łódzkie
840,BMW,X6 F16,2016,Diesel,2993.0,13000.0,382000.0,Mazowieckie
841,Suzuki,Vitara I,1992,Benzyna+LPG,1590.0,109000.0,8999.0,Małopolskie
842,Mini,Cooper S,2006,Benzyna,1598.0,152500.0,30900.0,Wielkopolskie
843,Volkswagen,Passat B8,2017,Diesel,1968.0,1.0,162500.0,Wielkopolskie
844,Audi,A4 B7,2006,Benzyna,1984.0,109000.0,29000.0,Kujawsko-pomorskie
845,Fiat,Bravo II,2010,Benzyna+LPG,1368.0,169000.0,21700.0,Małopolskie
846,Audi,A4 B5,1999,Diesel,1896.0,320000.0,6800.0,Kujawsko-pomorskie
847,Renault,Clio IV,2017,Benzyna,898.0,5.0,48700.0,Małopolskie
848,Volkswagen,Golf Plus,2005,Diesel,1897.0,230000.0,14900.0,Dolnośląskie
849,Peugeot,308 T7,2011,Diesel,1560.0,119000.0,28900.0,Lubuskie
850,Hyundai,ix35,2011.0,Benzyna,1600.0,57597.0,51999.0,Zachodniopomorskie
851,Citroën,C4 I,2007,Diesel,1600.0,188000.0,14500.0,Wielkopolskie
852,Citroën,C4 Grand Picasso I,2008,Diesel,1560.0,170000.0,18900.0,Dolnośląskie
853,Peugeot,3008 I,2009,Benzyna,1600.0,148000.0,30986.0,Małopolskie
854,Volvo,S40 II,2007,Diesel,1600.0,236000.0,24900.0,Mazowieckie
855,Land Rover,Range Rover Sport II,2016,Benzyna,4999.0,20000.0,529900.0,Mazowieckie
856,Honda,HR-V II,2017,Benzyna,1500.0,1.0,93800.0,Mazowieckie
857,Škoda,Octavia II,2010,Benzyna,1390.0,128680.0,26000.0,Małopolskie
858,Peugeot,307 I,2003,Diesel,2000.0,214000.0,8900.0,Mazowieckie
859,Volvo,V50,2005,Diesel,2000.0,215000.0,14900.0,Łódzkie
860,Nissan,Primera P12,2002,Benzyna,1800.0,62360.0,7999.0,Łódzkie
861,Mercedes-Benz,Klasa E W210,1997,Benzyna+LPG,2799.0,264173.0,6000.0,Dolnośląskie
862,Peugeot,208,2017,Benzyna,1199.0,3300.0,47900.0,Śląskie
863,Hyundai,Santa Fe I,2005,Benzyna,2351.0,128000.0,15500.0,Śląskie
864,Opel,Astra H,2006,Diesel,1910.0,204000.0,14000.0,Śląskie
865,Volkswagen,Caddy III,2006,Benzyna+LPG,2000.0,183900.0,18400.0,Podkarpackie
866,Dodge,Caravan III,2006,Benzyna+LPG,2429.0,114500.0,10000.0,Podkarpackie
867,Toyota,Auris II,2014,Diesel,2000.0,180000.0,45900.0,Dolnośląskie
868,Audi,A5 8T,2016,Diesel,1968.0,1640.0,197900.0,Małopolskie
869,Nissan,Primera P12,2004,Benzyna,1995.0,142000.0,10900.0,Warmińsko-mazurskie
870,Kia,Rio III,2012,Diesel,1100.0,66000.0,28800.0,Łódzkie
871,Renault,Laguna III,2014,Diesel,1500.0,139245.0,32900.0,Opolskie
872,Honda,Accord VIII,2009,Benzyna,2000.0,167000.0,39444.0,Śląskie
873,Fiat,500L,2013,Diesel,1598.0,73000.0,49990.0,Mazowieckie
874,Peugeot,307 I,2004,Diesel,2000.0,190000.0,8900.0,Mazowieckie
875,Audi,A6 C7,2012,Diesel,3000.0,187000.0,56900.0,Małopolskie
876,Jeep,Wrangler II,2004,Benzyna,4000.0,186000.0,50000.0,Podkarpackie
877,Mazda,5 I,2006,Diesel,1998.0,299000.0,15400.0,Opolskie
878,Opel,Vectra C,2008,Diesel,1910.0,198000.0,19999.0,Dolnośląskie
879,Peugeot,301,2017,Benzyna,1587.0,231.0,61900.0,Mazowieckie
880,Opel,Astra G,2005,Diesel,1686.0,187000.0,7300.0,Śląskie
881,Dodge,Caliber,2011,Benzyna,1800.0,139000.0,24999.0,Wielkopolskie
882,Renault,Scenic II,2004,Diesel,1900.0,190250.0,7500.0,Małopolskie
883,Mercedes-Benz,Klasa E W211,2004,Diesel,3200.0,225000.0,20900.0,Dolnośląskie
884,Nissan,Qashqai I,2010,Benzyna,1600.0,124000.0,41900.0,Mazowieckie
885,Citroën,C5 III,2009,Diesel,1560.0,257000.0,24500.0,Opolskie
886,Seat,Ibiza IV,2011,Diesel,1600.0,105000.0,24900.0,Pomorskie
887,BMW,X3 F25,2017,Diesel,1995.0,15000.0,186000.0,Śląskie
888,Fiat,Sedici,2007,Diesel,1900.0,162000.0,18900.0,Małopolskie
889,Nissan,Juke,2017,Benzyna,1200.0,1.0,65000.0,Mazowieckie
890,Audi,A6 C7,2016,Diesel,2000.0,1.0,203431.0,Pomorskie
891,Škoda,Octavia II,2009,Benzyna,1800.0,165000.0,27500.0,Dolnośląskie
892,Volkswagen,Phaeton,2005,Diesel,3000.0,245000.0,27300.0,Dolnośląskie
893,Mercedes-Benz,SLK R171,2005,Benzyna,2000.0,175000.0,27900.0,Pomorskie
894,Audi,A4 B9,2016.0,Diesel,2000.0,18000.0,170000.0,Mazowieckie
895,Ford,Focus Mk2,2008,Diesel,1560.0,149000.0,20900.0,Śląskie
896,Kia,Cee'd I,2009,Benzyna,1400.0,181000.0,21900.0,Mazowieckie
897,Suzuki,Grand Vitara II,2008,Diesel,1870.0,146100.0,32600.0,Śląskie
898,Ford,S-Max I,2010,Diesel,2000.0,172000.0,45900.0,Podkarpackie
899,Fiat,500L,2017,Benzyna,1400.0,5.0,54850.0,Mazowieckie
900,Audi,A6 C7,2016,Diesel,2967.0,31000.0,189000.0,Śląskie
901,Seat,Ibiza II,2001,Benzyna,1400.0,178524.0,4700.0,Podkarpackie
902,BMW,Seria 3 E90,2006,Benzyna,1995.0,177655.0,23400.0,Śląskie
903,Volkswagen,Passat B6,2007,Diesel,2000.0,219700.0,22900.0,Łódzkie
904,Toyota,Yaris III,2013,Diesel,1400.0,58394.0,34900.0,Mazowieckie
905,Ford,Focus Mk3,2015,Benzyna,1596.0,37840.0,45700.0,Wielkopolskie
906,Opel,Astra G,2008,Benzyna,1364.0,208927.0,14999.0,Śląskie
907,Renault,Laguna II,2006,Diesel,2000.0,185000.0,14900.0,Mazowieckie
908,Renault,Kadjar,2016,Benzyna,1197.0,333.0,82900.0,Dolnośląskie
909,Hyundai,Getz,2005,Benzyna,1086.0,130000.0,7500.0,Dolnośląskie
910,Lexus,IS III,2015,Hybryda,2500.0,8000.0,95000.0,Wielkopolskie
911,Renault,Grand Scenic II,2005,Diesel,1900.0,260000.0,9000.0,Śląskie
912,Nissan,Qashqai I,2007,Benzyna,1600.0,155000.0,31900.0,Mazowieckie
913,Fiat,Seicento,2003,Benzyna,1100.0,59000.0,4900.0,Małopolskie
914,Škoda,Octavia I,1999,Diesel,1900.0,185000.0,6900.0,Podlaskie
915,Volkswagen,Passat CC,2009,Benzyna,2000.0,179877.0,38900.0,Zachodniopomorskie
916,Opel,Tigra II,2005,Benzyna,1800.0,148000.0,11900.0,Mazowieckie
917,Volkswagen,Phaeton,2006,Diesel,3000.0,210000.0,35000.0,Dolnośląskie
918,Volkswagen,Passat B7,2013,Diesel,1969.0,176221.0,52000.0,Wielkopolskie
919,Daihatsu,Terios,2007,Benzyna,1595.0,105060.0,25900.0,Mazowieckie
920,Honda,Civic X,2017,Benzyna,988.0,1.0,79500.0,Śląskie
921,Volkswagen,Tiguan I,2009,Diesel,2000.0,136000.0,46900.0,Pomorskie
922,Volkswagen,Passat B6,2006,Diesel,1900.0,280000.0,19900.0,Małopolskie
923,BMW,Seria 1 E87,2008,Diesel,2000.0,184000.0,29900.0,Małopolskie
924,BMW,Seria 4,2014,Diesel,2000.0,113000.0,118900.0,Kujawsko-pomorskie
925,Opel,Astra J,2010,Benzyna,1600.0,91000.0,30950.0,Pomorskie
926,Toyota,Auris II,2016,Benzyna,1598.0,30121.0,64900.0,Mazowieckie
927,Opel,Corsa D,2010,Diesel,1300.0,98214.0,15900.0,Wielkopolskie
928,Ford,S-Max I,2012,Diesel,1997.0,213000.0,59900.0,Wielkopolskie
929,Škoda,Fabia II,2008,Benzyna,1400.0,147000.0,17400.0,Śląskie
930,Škoda,Fabia III,2017,Benzyna+LPG,1000.0,5.0,46800.0,Mazowieckie
931,Saab,9-3 II,2008,Diesel,1900.0,159000.0,23900.0,Zachodniopomorskie
932,Mercedes-Benz,GLK GLK,2015,Diesel,2143.0,112345.0,149900.0,Małopolskie
933,Ford,Mondeo Mk4,2014,Diesel,1997.0,126279.0,52900.0,Pomorskie
934,BMW,X1 F48,2017,Diesel,1995.0,5.0,189974.0,Podlaskie
935,Chevrolet,Captiva,2007,Diesel,2000.0,200000.0,27900.0,Mazowieckie
936,Mercedes-Benz,ML W164,2006,Diesel,2987.0,175000.0,57900.0,Śląskie
937,Peugeot,307 I,2004,Diesel,1997.0,230754.0,7500.0,Podkarpackie
938,Renault,Megane III,2014,Diesel,1461.0,157000.0,36501.0,Dolnośląskie
939,Opel,Vectra C,2005,Diesel,1910.0,154165.0,12500.0,Kujawsko-pomorskie
940,Mercedes-Benz,GLK GLK,2014,Benzyna,1991.0,36004.0,135000.0,Śląskie
941,Ford,Fiesta Mk7,2012,Benzyna,1250.0,67000.0,26950.0,Dolnośląskie
942,Kia,Venga,2010,Diesel,1396.0,169000.0,25500.0,Śląskie
943,Mazda,626 V,2001,Benzyna,1800.0,204000.0,5300.0,Lubuskie
944,Fiat,Bravo II,2009,Diesel,1598.0,160000.0,19900.0,Mazowieckie
945,Suzuki,Ignis,2017,Benzyna,1242.0,1.0,57990.0,Dolnośląskie
946,Volkswagen,Golf VII,2017,Benzyna,1395.0,1.0,81500.0,Kujawsko-pomorskie
947,Ford,C-MAX II,2017,Benzyna,1600.0,7.0,76900.0,Lubuskie
948,Ford,Mondeo Mk4,2011,Diesel,1998.0,227000.0,28999.0,Zachodniopomorskie
949,Volvo,V50,2009,Diesel,1600.0,226000.0,24500.0,Wielkopolskie
950,BMW,Seria 5 E39,2000,Benzyna,2171.0,289200.0,21500.0,Warmińsko-mazurskie
951,SsangYong,Tivoli,2016.0,Benzyna,1597.0,1.0,65900.0,Mazowieckie
952,Kia,Soul I,2010,Diesel,1600.0,195000.0,23900.0,Wielkopolskie
953,Kia,Cee'd II,2016,Benzyna,1591.0,19465.0,71900.0,Małopolskie
954,Audi,A4 B8,2009,Diesel,1968.0,193000.0,37700.0,Opolskie
955,Ford,Mondeo Mk4,2009,Diesel,1753.0,175000.0,28000.0,Śląskie
956,Mercedes-Benz,Klasa E W213,2017,Diesel,1950.0,13.0,271047.0,Pomorskie
957,Škoda,Superb III,2016,Benzyna,1984.0,7000.0,139900.0,Śląskie
958,Audi,A4 B6,2003,Diesel,2500.0,256000.0,13500.0,Mazowieckie
959,Mercedes-Benz,Klasa B W245,2006,Benzyna,2000.0,146000.0,22900.0,Kujawsko-pomorskie
960,Ford,C-MAX I,2004,Benzyna+LPG,1800.0,153000.0,12900.0,Łódzkie
961,Fiat,500,2008,Benzyna,1200.0,162000.0,16900.0,Podkarpackie
962,Volkswagen,Passat B5,2003,Benzyna+LPG,1984.0,223000.0,12900.0,Dolnośląskie
963,Opel,Meriva I,2004,Benzyna,1598.0,99000.0,10700.0,Łódzkie
964,Seat,Altea,2005,Benzyna,1600.0,160000.0,18900.0,Śląskie
965,Peugeot,Partner I,2003,Benzyna,1587.0,199000.0,9890.0,Wielkopolskie
966,Nissan,Note I,2007,Diesel,1500.0,192047.0,12900.0,Śląskie
967,Audi,A6 C7,2017,Diesel,1968.0,10.0,198660.0,Warmińsko-mazurskie
968,Citroën,C5 III,2008,Diesel,1600.0,185000.0,26800.0,Podlaskie
969,Mitsubishi,ASX,2012,Benzyna,1600.0,121000.0,42900.0,Lubelskie
970,Toyota,Avensis III,2014,Benzyna,1800.0,36680.0,59900.0,Pomorskie
971,Mercedes-Benz,Klasa E W211,2003,Diesel,2685.0,441000.0,16900.0,Lubuskie
972,Nissan,Qashqai I,2012,Benzyna,1600.0,118000.0,44500.0,Wielkopolskie
973,Nissan,Note I,2009,Benzyna,1598.0,168940.0,18900.0,Mazowieckie
974,Lexus,GS III,2009,Benzyna,3498.0,145260.0,55900.0,Dolnośląskie
975,Opel,Astra G,1998,Benzyna+LPG,1400.0,180500.0,4500.0,Lubelskie
976,Mercedes-Benz,Klasa C W205,2015,Benzyna,1595.0,19780.0,149900.0,Dolnośląskie
977,Renault,Clio III,2011,Benzyna,1149.0,67000.0,17700.0,Dolnośląskie
978,Škoda,Fabia II,2014,Diesel,1598.0,70776.0,29900.0,Dolnośląskie
979,Mercedes-Benz,SL R230,2003,Benzyna,3724.0,67175.0,79000.0,Śląskie
980,BMW,Seria 3 E90,2006,Benzyna,1999.0,164000.0,27900.0,Lubelskie
981,Opel,Signum,2007,Benzyna,1796.0,163400.0,20999.0,Wielkopolskie
982,BMW,Seria 5 E60,2006,Diesel,2993.0,253628.0,39999.0,Podkarpackie
983,Volvo,C30,2007,Diesel,1600.0,177654.0,18900.0,Mazowieckie
984,Renault,Laguna II,2001,Benzyna,1598.0,154000.0,5900.0,Wielkopolskie
985,Fiat,500,2017,Benzyna,1368.0,500.0,74900.0,Mazowieckie
986,Toyota,Avensis III,2010,Diesel,1998.0,96000.0,41900.0,Łódzkie
987,Toyota,Camry,1992,Benzyna,2164.0,137933.0,16000.0,Śląskie
988,BMW,M2,2017,Benzyna,2979.0,4000.0,271976.0,Małopolskie
989,BMW,Seria 5 E39,2002,Diesel,2926.0,404000.0,14900.0,Dolnośląskie
990,Mercedes-Benz,Klasa S W126,1986,Benzyna+LPG,2600.0,336000.0,21500.0,Świętokrzyskie
991,Chevrolet,Cruze,2010.0,Benzyna,1598.0,7560.0,21900.0,Warmińsko-mazurskie
992,Renault,Clio IV,2017,Benzyna,898.0,1.0,58000.0,Śląskie
993,Fiat,Tipo II,2017,Benzyna,1400.0,2.0,47350.0,Mazowieckie
994,Fiat,Bravo II,2007,Diesel,1910.0,217200.0,18900.0,Świętokrzyskie
995,Alfa Romeo,159,2009,Diesel,2387.0,182000.0,33900.0,Małopolskie
996,Škoda,Fabia II,2012,Benzyna,1200.0,42700.0,25400.0,Lubelskie
997,Renault,Modus,2004,Benzyna,1200.0,168111.0,10900.0,Łódzkie
998,Audi,A3 8L,2000,Benzyna,1595.0,226500.0,5400.0,Małopolskie
999,Volvo,XC 60 I,2016,Diesel,1969.0,13617.0,136900.0,Małopolskie
